CHAVE,COD_AFIRMACAO,AFIRMACAO,ARQUETIPO,QTD_ESTRELAS,VALOR_ESCALA,PESO,PONTOS_OBTIDOS,PONTOS_MAXIMOS,PERCETUAL
Consultivo5Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Consultivo,5,12.5,1.5,18.75,50.0,0.375
Prescritivo5Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Formador,5,50.0,1.5,75.0,100.0,0.75
Imperativo6Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Cuidativo,6,25.0,2.0,50.0,50.0,1.0
Consultivo6Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Consultivo,6,12.5,2.0,25.0,50.0,0.5
Prescritivo6Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q23,Q23,"23. Meu líder sempre conversa sobre como seguir a visão, missão e valores da empresa ajudará os integrantes da sua equipe.",Formador,6,50.0,2.0,100.0,100.0,1.0
Imperativo1Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Imperativo,1,50.0,2.0,100.0,100.0,1.0
Resoluto1Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Resoluto,1,6.25,2.0,12.5,100.0,0.125
Cuidativo1Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Cuidativo,1,12.5,2.0,25.0,50.0,0.5
Consultivo1Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Consultivo,1,3.125,2.0,6.25,200.0,0.03125
Prescritivo1Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Prescritivo,1,100.0,2.0,200.0,200.0,1.0
Formador1Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Formador,1,25.0,2.0,50.0,50.0,1.0
Imperativo2Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Imperativo,2,50.0,1.5,75.0,100.0,0.75
Resoluto2Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Resoluto,2,6.25,1.5,9.375,100.0,0.09375
Cuidativo2Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Cuidativo,2,12.5,1.5,18.75,50.0,0.375
Consultivo2Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Consultivo,2,3.125,1.5,4.6875,200.0,0.0234375
Prescritivo2Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Prescritivo,2,100.0,1.5,150.0,200.0,0.75
Formador2Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Formador,2,25.0,1.5,37.5,50.0,0.75
Imperativo3Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Imperativo,3,50.0,1.0,50.0,100.0,0.5
Resoluto3Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Resoluto,3,6.25,1.0,6.25,100.0,0.0625
Cuidativo3Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Cuidativo,3,12.5,1.0,12.5,50.0,0.25
Consultivo3Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Consultivo,3,3.125,1.0,3.125,200.0,0.015625
Prescritivo3Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Prescritivo,3,100.0,1.0,100.0,200.0,0.5
Formador3Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Formador,3,25.0,1.0,25.0,50.0,0.5
Imperativo4Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Imperativo,4,6.25,1.0,6.25,100.0,0.0625
Resoluto4Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Cuidativo,4,25.0,1.0,25.0,50.0,0.5
Consultivo4Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Consultivo,4,100.0,1.0,100.0,200.0,0.5
Prescritivo4Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Prescritivo,4,3.125,1.0,3.125,200.0,0.015625
Formador4Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Formador,4,12.5,1.0,12.5,50.0,0.25
Imperativo5Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Imperativo,5,6.25,1.5,9.375,100.0,0.09375
Resoluto5Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Cuidativo,5,25.0,1.5,37.5,50.0,0.75
Consultivo5Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Consultivo,5,100.0,1.5,150.0,200.0,0.75
Prescritivo5Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Prescritivo,5,3.125,1.5,4.6875,200.0,0.0234375
Formador5Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Formador,5,12.5,1.5,18.75,50.0,0.375
Imperativo6Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Imperativo,6,6.25,2.0,12.5,100.0,0.125
Resoluto6Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Cuidativo,6,25.0,2.0,50.0,50.0,1.0
Consultivo6Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Consultivo,6,100.0,2.0,200.0,200.0,1.0
Prescritivo6Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Prescritivo,6,3.125,2.0,6.25,200.0,0.03125
Formador6Q24,Q24,24. Meu líder crê que os integrantes da sua equipe entregarão suas atividades sem a necessidade de ficar de olho em cada detalhe.,Formador,6,12.5,2.0,25.0,50.0,0.5
Imperativo1Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Imperativo,1,25.0,2.0,50.0,50.0,1.0
Resoluto1Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Resoluto,1,3.125,2.0,6.25,200.0,0.03125
Cuidativo1Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Cuidativo,1,50.0,2.0,100.0,100.0,1.0
Consultivo1Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Consultivo,1,100.0,2.0,200.0,200.0,1.0
Prescritivo1Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Prescritivo,1,6.25,2.0,12.5,100.0,0.125
Formador1Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Formador,1,12.5,2.0,25.0,50.0,0.5
Imperativo2Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Imperativo,2,25.0,1.5,37.5,50.0,0.75
Resoluto2Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Resoluto,2,3.125,1.5,4.6875,200.0,0.0234375
Cuidativo2Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Cuidativo,2,50.0,1.5,75.0,100.0,0.75
Consultivo2Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Consultivo,2,100.0,1.5,150.0,200.0,0.75
Prescritivo2Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Prescritivo,2,6.25,1.5,9.375,100.0,0.09375
Formador2Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Formador,2,12.5,1.5,18.75,50.0,0.375
Imperativo3Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Imperativo,3,25.0,1.0,25.0,50.0,0.5
Resoluto3Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Resoluto,3,3.125,1.0,3.125,200.0,0.015625
Cuidativo3Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Cuidativo,3,50.0,1.0,50.0,100.0,0.5
Consultivo3Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Consultivo,3,100.0,1.0,100.0,200.0,0.5
Prescritivo3Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Prescritivo,3,6.25,1.0,6.25,100.0,0.0625
Formador3Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Formador,3,12.5,1.0,12.5,50.0,0.25
Imperativo4Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Imperativo,4,12.5,1.0,12.5,50.0,0.25
Resoluto4Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Resoluto,4,100.0,1.0,100.0,200.0,0.5
Cuidativo4Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Cuidativo,4,3.125,1.0,3.125,100.0,0.03125
Consultivo4Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Consultivo,4,6.25,1.0,6.25,200.0,0.03125
Prescritivo4Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Prescritivo,4,50.0,1.0,50.0,100.0,0.5
Formador4Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Formador,4,25.0,1.0,25.0,50.0,0.5
Imperativo5Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Imperativo,5,12.5,1.5,18.75,50.0,0.375
Resoluto5Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Resoluto,5,100.0,1.5,150.0,200.0,0.75
Cuidativo5Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Cuidativo,5,3.125,1.5,4.6875,100.0,0.046875
Consultivo5Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Consultivo,5,6.25,1.5,9.375,200.0,0.046875
Prescritivo5Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Prescritivo,5,50.0,1.5,75.0,100.0,0.75
Formador5Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Formador,5,25.0,1.5,37.5,50.0,0.75
Imperativo6Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Imperativo,6,12.5,2.0,25.0,50.0,0.5
Resoluto6Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Cuidativo,6,3.125,2.0,6.25,100.0,0.0625
Consultivo6Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Consultivo,6,6.25,2.0,12.5,200.0,0.0625
Prescritivo6Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Prescritivo,6,50.0,2.0,100.0,100.0,1.0
Formador6Q25,Q25,25. Meu líder constantemente verifica o desempenho dos integrantes da sua equipe relacionado às atividades sob suas responsabilidades.,Formador,6,25.0,2.0,50.0,50.0,1.0
Imperativo1Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Imperativo,1,6.25,2.0,12.5,12.5,1.0
Resoluto1Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Resoluto,1,25.0,2.0,50.0,200.0,0.25
Cuidativo1Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Cuidativo,1,50.0,2.0,100.0,100.0,1.0
Consultivo1Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Consultivo,1,100.0,2.0,200.0,200.0,1.0
Prescritivo1Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Prescritivo,1,3.125,2.0,6.25,50.0,0.125
Formador1Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Formador,1,12.5,2.0,25.0,100.0,0.25
Imperativo2Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Imperativo,2,6.25,1.5,9.375,12.5,0.75
Resoluto2Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Resoluto,2,25.0,1.5,37.5,200.0,0.1875
Cuidativo2Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Cuidativo,2,50.0,1.5,75.0,100.0,0.75
Consultivo2Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Consultivo,2,100.0,1.5,150.0,200.0,0.75
Prescritivo2Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Prescritivo,2,3.125,1.5,4.6875,50.0,0.09375
Formador2Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Formador,2,12.5,1.5,18.75,100.0,0.1875
Imperativo3Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Imperativo,3,6.25,1.0,6.25,12.5,0.5
Resoluto3Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Resoluto,3,25.0,1.0,25.0,200.0,0.125
Cuidativo3Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Cuidativo,3,50.0,1.0,50.0,100.0,0.5
Consultivo3Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Consultivo,3,100.0,1.0,100.0,200.0,0.5
Prescritivo3Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Prescritivo,3,3.125,1.0,3.125,50.0,0.0625
Formador3Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Formador,3,12.5,1.0,12.5,100.0,0.125
Imperativo4Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Imperativo,4,3.125,1.0,3.125,12.5,0.25
Resoluto4Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Resoluto,4,100.0,1.0,100.0,200.0,0.5
Cuidativo4Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Cuidativo,4,12.5,1.0,12.5,100.0,0.125
Consultivo4Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Consultivo,4,6.25,1.0,6.25,200.0,0.03125
Prescritivo4Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Prescritivo,4,25.0,1.0,25.0,50.0,0.5
Formador4Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Formador,4,50.0,1.0,50.0,100.0,0.5
Imperativo5Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Imperativo,5,3.125,1.5,4.6875,12.5,0.375
Resoluto5Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Resoluto,5,100.0,1.5,150.0,200.0,0.75
Cuidativo5Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Cuidativo,5,12.5,1.5,18.75,100.0,0.1875
Consultivo5Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Consultivo,5,6.25,1.5,9.375,200.0,0.046875
Prescritivo5Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Prescritivo,5,25.0,1.5,37.5,50.0,0.75
Formador5Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Formador,5,50.0,1.5,75.0,100.0,0.75
Imperativo6Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Imperativo,6,3.125,2.0,6.25,12.5,0.5
Resoluto6Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Cuidativo,6,12.5,2.0,25.0,100.0,0.25
Consultivo6Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Consultivo,6,6.25,2.0,12.5,200.0,0.0625
Prescritivo6Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Prescritivo,6,25.0,2.0,50.0,50.0,1.0
Formador6Q26,Q26,"26. Ainda que os integrantes da sua equipe estejam entregando em bom nível, meu líder se envolve e sempre se dispóe a ajudar.",Formador,6,50.0,2.0,100.0,100.0,1.0
Imperativo1Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Resoluto,1,25.0,2.0,50.0,50.0,1.0
Cuidativo1Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Cuidativo,1,12.5,2.0,25.0,100.0,0.25
Consultivo1Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Consultivo,1,3.125,2.0,6.25,200.0,0.03125
Prescritivo1Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Formador,1,6.25,2.0,12.5,25.0,0.5
Imperativo2Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Resoluto,2,25.0,1.5,37.5,50.0,0.75
Cuidativo2Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Cuidativo,2,12.5,1.5,18.75,100.0,0.1875
Consultivo2Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Consultivo,2,3.125,1.5,4.6875,200.0,0.0234375
Prescritivo2Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Formador,2,6.25,1.5,9.375,25.0,0.375
Imperativo3Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Resoluto,3,25.0,1.0,25.0,50.0,0.5
Cuidativo3Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Cuidativo,3,12.5,1.0,12.5,100.0,0.125
Consultivo3Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Consultivo,3,3.125,1.0,3.125,200.0,0.015625
Prescritivo3Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Prescritivo,3,50.0,1.0,50.0,100.0,0.5
Formador3Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Formador,3,6.25,1.0,6.25,25.0,0.25
Imperativo4Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Imperativo,4,3.125,1.0,3.125,200.0,0.015625
Resoluto4Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Resoluto,4,25.0,1.0,25.0,50.0,0.5
Cuidativo4Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Cuidativo,4,50.0,1.0,50.0,100.0,0.5
Consultivo4Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Consultivo,4,100.0,1.0,100.0,200.0,0.5
Prescritivo4Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Prescritivo,4,6.25,1.0,6.25,100.0,0.0625
Formador4Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Formador,4,12.5,1.0,12.5,25.0,0.5
Imperativo5Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Imperativo,5,3.125,1.5,4.6875,200.0,0.0234375
Resoluto5Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Resoluto,5,25.0,1.5,37.5,50.0,0.75
Cuidativo5Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Cuidativo,5,50.0,1.5,75.0,100.0,0.75
Consultivo5Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Consultivo,5,100.0,1.5,150.0,200.0,0.75
Prescritivo5Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Formador,5,12.5,1.5,18.75,25.0,0.75
Imperativo6Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Resoluto,6,25.0,2.0,50.0,50.0,1.0
Cuidativo6Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Cuidativo,6,50.0,2.0,100.0,100.0,1.0
Consultivo6Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Consultivo,6,100.0,2.0,200.0,200.0,1.0
Prescritivo6Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q27,Q27,27. Meu líder gosta que as pessoas participem da maior parte das decisões.,Formador,6,12.5,2.0,25.0,25.0,1.0
Imperativo1Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Resoluto,1,3.125,2.0,6.25,200.0,0.03125
